kalimat,kategori_teks
Ia menerima peran di film itu lantaran ia suka dengan jalan ceritanya.,hiburan
"Ia juga diketahui secara vokal mengkritik kemenangan film terbaik yang dipilih secara demokratis di Hong Kong Film Awards pada 2015, menyebut kemenangan film di ajang itu ""kesalahan besar"" dan ""lelucon"".",hiburan
Icefest Music Concert diharapkan Alim Gunadi bisa menjadi tempat alternatif hiburan bagi keluarga Indonesia di penghujung tahun.,hiburan
"ID, BANDUNG - tak bisa menutupi rasa bahagianya usai Maung Bandung mengalahkan dengan skor 3-1 di Stadion Gelora Delta Sidoarjo, Senin (23/9/2019).",hiburan
"ID, BANJARMASIN - Pedangdut belia asal Banua yakni berhasil lolos dari babak Top 80 Liga Dangdut Indonesia (LIDA) 2019.",hiburan
"ID - Sejak fotonya bersama artis Gading Marten viral, nama model cantik Juria Hartmans ramai dibicarakan.",hiburan
Informasi tersebut disampaikan promotor dari fan meeting Ji Chang Wook yang bertajuk ‘Waiting For You’.,hiburan
"Ingin ajarkan toleransi, Arie Kriting terlibat film ""Bumi itu Bulat""",hiburan
Ini 10 Idol KPop Terpopuler Bulan Juni 2019.,hiburan
Ini adalah untuk yang keenam kalinya bagi Messi meraih penghargaaan tersebut.,hiburan
"""Ini adalah video yang menyenangkan, tidak dianggap serius oleh siapa pun terutama orang Indonesia.",hiburan
"""Ini akan menjadi pertandingan menarik dan menggairahkan antara dua tim yang bersemangat untuk meraih apa yang diinginkan,"" katanya.",hiburan
"""Ini bisa jadi prioritas buat para gamers untuk Indonesia karena Blizzard mempunyai sesuai yang berbeda,"" kata Axton.",hiburan
Intrik dalam film ini digambarkan sebagai Romeo dan Juliet moderen yang mengedepankan sekualitas.,hiburan
Itu tak lepas dari keberadaan Cristiano Ronaldo.,hiburan
"""Iya, ini benar-benar menarik karena Indonesia memiliki lebih dari 18.000 pulau dan setiap pulau kami memiliki pakaian tradisional yang berbeda, alat musik.",hiburan
Jack Reacher merupakan film yang diadaptasi dari novel One Shoot (2005) karya Lee Child.,hiburan
"Jakarta (ANTARA) - Kreator komik digital Webtoon ""Eggnoid"", Archie The RedCat tak pernah membayangkan karyanya dijadikan film dan dua aktor muda Morgan Oey dan Sheila Dara terlibat di sana.",hiburan
"Jakarta (ANTARA) - Pebulu tangkis muda Indonesia yang sukses menjadi yang terbaik pada World Junior Championships (WJC) 2019 bakal diguyur bonus yang akan dilakukan di sela pelaksanaan Superliga Junior 2019 di GOR Djarum, Magelang, Jawa Tengah, Jumat.",hiburan
"Jane Shalimar, yang belakangan ini memang dekat dengan Vanessa, tak sengaja memberitahunya.",hiburan
"Jika biasanya Novita Dewi kerap berada di jalur musik balad dan rock, kali ini Novita menyuguhkan sesuatu yang berbeda.",hiburan
Kabar bahagia itu dibagikan Wishnutama melalui akun media sosial Instagram.,hiburan
"Kami merealisasikan Titi DJ yang ingin rilis lagu religi untuk pertama kali setelah 35 tahun berkarya,"" tutup Arnold J Limasnax, CEO Emotion Entertainment.",hiburan
"Kang Seung-yoon mengunggah foto nasi goreng dengan tambahan sayuran, dan menulis “ nasi goreng” sambil membubuhkan emoji dengan mata berbetuk hati.",hiburan
Karena itu kami ingin melalui musik Indonesia bisa menyatukan.,hiburan
"Karena kehebohan itu, banyak yang penasaran dengan sosok perempuan yang mampu meluluhkan hati Young Lex tersebut.",hiburan
Kebahagiaan akan muncul dari anak-anak.,hiburan
Lokasi ini akan menjadi destinasi wisata tujuan warga bisa berekreasi murah.,hiburan
